id,name,affiliation
A5090835851,Xiaoli Chu,"State Key Laboratory of Traditional Chinese Medicine Syndrome/Department of TCM Big Data Research, The Second Affiliated Hospital of Guangzhou University of Chinese Medicine, Guangzhou, 510006, Guangdong, China"
A5112454511,Xiaoli He,"College of Science, Xi'an Shiyou University, Xi'an, 710065, China"
A5075286263,Xiaolin Zhou,"College of Electronic Science and Technology, National University of Defense Technology, Changsha, 410073, China"
A5086712669,Xiaomei Bai,"Computing Center, Anshan Normal University, Anshan, 114007, China"
A5101416812,Xiaoming Wu,"Faculty of Computer Science and Technology, Qilu University of Technology (Shandong Academy of Sciences), Jinan, 250353, Shandong, People's Republic of China"
A5016686829,Xiaoning Peng,"Department of Pathology and Pathophysiology, Hunan Normal University School of Medicine, Hunan Normal University, Changsha, 410081, China"
A5072737251,Xiaoping Zhu,"Business School, Hunan Agricultural University, Changsha, 410128, Hunan, China"
A5100634702,Xiaoqi Li,"Microscopic Image and Medical Image Analysis Group, College of Medicine and Biological Information Engineering, Northeastern University, Shenyang, 110169, China"
A5091719924,Xiaoqin Li,"College of Electronic Information, Guangxi Minzu University, Nanning, 530006, Guangxi, China"
A5002511102,Xiaoshi Zhong,"School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China"
A5078763987,Xiaotian Wang,"School of Electronic and Information Engineering, University of Science and Technology Liaoning, Anshan, Liaoning, People's Republic of China"
A5100623335,Xiaowei Gu,"School of Computing, University of Kent, Canterbury, CT2 7NZ, UK"
A5020085889,Xiaowei Huang,"University of Liverpool, Liverpool, UK"
A5100670419,Xiaoxia Zhang,"Chongqing Key Laboratory of Computational Intelligence, Chongqing University of Posts and Telecommunications, Chongqing, China"
A5100670419,Xiaoxia Zhang,"Chongqing Key Laboratory of Computational Intelligence, Chongqing University of Posts and Telecommunications, Chongqing, 400065, China"
A5032092961,Xiaoxuan Hu,"Key Laboratory of Process Optimization and Intelligent Decision-making, Ministry of Education, Hefei, 230009, China"
A5100459390,Xiaoyan Li,"Cancer Hospital of China Medical University, Shenyang, 110042, China"
A5104193607,Xiaoyan Qin,"School of Economics and Management, Xidian University, Xi’an, Shaanxi, China"
A5100405230,Xiaoyang Liu,"College of Information and Communication Engineering (School of Cyberspace Security), State Key Lab of Marine Resource Utilisation in South China Sea, Hainan University, Haikou, 570228, Hainan, China"
A5100455486,Xiaoyu Liu,"Smart State Governance Lab, Shandong University, Qingdao, 266237, China"
A5100605601,Xiaoyuan Liu,"School of Computer and Information Engineering, Xiamen University of Technology, Xiamen, 361024, China"
A5003491781,Xiao‐Zhi Gao,"School of Computing, University of Eastern Finland, Kuopio, Finland"
A5030350248,Xibei Yang,"School of Computer, Jiangsu University of Science and Technology, Changhui Road, Zhenjiang, 212100, Jiangsu, China"
A5049752480,Xichao Su,"Naval Aviation University, Yantai, 264001, China"
A5017768318,Xieling Chen,"School of Education, Guangzhou University, Guangzhou, China"
A5032262344,Xieyuanli Chen,"College of Intelligence Science and Technology, National University of Defense Technology, Changsha, 410003, China"
A5016422824,Ximing Liang,"School of Science, Beijing University of Civil Engineering and Architecture, Beijing, 100044, China"
A5001077726,Ximing Yao,"Department of Control Science and Engineering, Changchun University of Technology, Yan'an Street, Changchun, 130012, Jilin, China"
A5029593713,Xin Ge Chen,"School of Information, Zhejiang University of Finance and Economics, Hangzhou, 310018, China"
A5056007719,Xin Gou,"Department of Urology, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China"
A5070648432,Xin Jin,"School of Software, Yunnan University, Kunming, 650091, China"
A5063988510,Xin Wang,"Department of Radiology, Netherlands Cancer Institute (NKI), Plesmanlaan 121, Amsterdam, 1066 CX, The Netherlands"
A5034047775,Xin Yuan,"School of Automation, Southeast University, Nanjing, 210096, China"
A5031973958,Xin Zhao,"School of Resources and Civil Engineering, Northeastern University, Shenyang, China"
A5083356789,XinYing Chew,"School of Computer Sciences, Universiti Sains Malaysia, 11800, George Town, Pulau Pinang, Malaysia"
A5086232209,Xindong Peng,"School of Information Engineering, Shaoguan University, Shaoguan, 512005, China"
A5086232209,Xindong Peng,"College of Computer, National University of Defense Technology, Changsha, 410073, China"
A5100749622,Xingchen Li,"School of Computer Science and Technology, University of Science and Technology of China, Jinzhai Road, Hefei, 230026, Anhui, China"
A5053091111,Xingcheng Ran,"School of Information Science and Engineering, Lanzhou University, No. 222 South Tianshui Road, Lanzhou, 730000, Gansu, China"
A5108938918,Xingdong Peng,"School of Information Engineering, Shaoguan University, Shaoguan, 512005, China"
A5035459209,Xinghui Zhu,"Hunan Engineering & Technology Research Centre for Agricultural Big Data Analysis & Decision-Making, Changsha, 410128, Hunan, China"
A5080689475,Xingjun Dong,"Department of Software Engineering, Northeastern University, Shenyang, 110167, China"
A5101979542,Xingli Liu,"College of Computer, Nanjing University of Posts and Telecommunications, Wenyuan Road, Nanjing, 210023, Jiangsu, China"
A5084641325,Xingquan Zhu,"Department of Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, 33431, USA"
A5112993099,Xingtu Zhu,"School of Economics and Statistics, Guangzhou University, Guangzhou, 510006, Guangdong, China"
A5100635681,Xingyu Zhao,"University of Liverpool, Liverpool, UK"
A5103217398,Xingyu Zou,"Machine Intelligence Lab, School of Computer Science and Technology, Sichuan University, Chengdu, 610065, Sichuan, China"
A5101517087,Xingyue Zhang,"School of Electronic and Information Engineering, University of Science and Technology Liaoning, Anshan, Liaoning, People's Republic of China"
A5100619255,Xinliang Liu,"National Engineering Research Centre for Agri-Product Quality Traceability, Beijing Technology and Business University, Beijing, China"
A5065969365,Xinming Zhang,"College of Computer and Information Engineering, Henan Normal University, Xinxiang Henan, 453007, China"
A5103253232,Xinping Xiao,"School of Science, Wuhan University of Technology, Wuhan, 430070, People's Republic of China"
A5100337412,Xintong Li,"Microscopic Image and Medical Image Analysis Group, College of Medicine and Biological Information Engineering, Northeastern University, Shenyang, 110169, China"
A5100337421,Xintong Li,"Microscopic Image and Medical Image Analysis Group, College of Medicine and Biological Information Engineering, Northeastern University, Shenyang, 110169, China"
A5055535729,Xinwei Wang,"Department of Engineering Mechanics, State Key Laboratory of Structural Analysis, Optimization and CAE Software for Industrial Equipment, Dalian University of Technology, Dalian, 116024, China"
A5100373666,Xinyang Li,"Machine Intelligence Lab, School of Computer Science and Technology, Sichuan University, Chengdu, 610065, Sichuan, China"
A5031931063,Xinyi Huang,"College of Computer and Information Science, Southwest University, Tiansheng Road, Chongqing, 400715, China"
A5101761507,Xinyu Feng,"Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology, Jinji Road, Guilin, 541004, Guangxi, China"
A5062746375,Xinyu Ji,"School of Control Science and Engineering, Shandong University, Jinan, 250061, China"
A5010886799,Xinyuan Hao,"School of Artificial Intelligence, Henan University, Zhengzhou, 450046, Henan, China"
A5027949896,Xiumei Mo,"State Key Laboratory of Dampness Syndrome of Chinese Medicine, The 2nd Affiliated Hospital of Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, 510120, China"
A5073006299,Xizhao Wang,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
A5100844173,Xu Juan,"Department of Nephrology, Zhongshan Hospital of Traditional Chinese Medicine Affiliated to Guangzhou
University of Chinese Medicine, Zhongshan, 528400, Guangdong, China"
A5106667425,Xu Zhang,"College of Computer Science, Chongqing University, Chongqing, China"
A5101654199,Xuan Yang,"School of Engineering Management, Nanjing University, Nanjing, 210093, China"
A5078523903,Xuanyu Liu,"School of Information and Control Engineering, Liaoning Petrochemical University, Fushun, 113001, Liaoning, China"
A5103221421,Xuanyu Lu,"Machine Intelligence Lab, School of Computer Science and Technology, Sichuan University, Chengdu, 610065, Sichuan, China"
A5100326712,Xudong Chen,"School of Accounting, Southwestern University of Finance and Economics, Chengdu, 611130, People’s Republic of China"
A5100354485,Xudong Li,"School of Electronic and Information Engineering, University of Science & Technology Liaoning, Anshan, 114044, China"
A5100372201,Xue Li,"College of Electrical and Information Engineering, Henan Institute of Technology, Xinxiang, 453003, China"
A5101372313,Xue Yu,"School of Information Science and Engineering, Northeastern University, Shenyang, 110819, China"
A5043558491,Xue-Yang Min,"School of Sciences, Southwest Petroleum University, Chengdu, 610500, China"
A5090899188,Xuebin Yue,"Department of Electronic and Computer Engineering, Ritsumeikan University, 
Kyoto, Japan"
A5100400525,Xuefeng Li,"School of Information and Electronic Engineering, Zhejiang Gongshang University, Hangzhou, 310018, Zhejiang, China"
A5026964006,Xuekong Li,"Wei County Maternal and Child Health Hospital, Handan, 056000, China"
A5060937860,Xuelian Zhou,
A5079773457,Xuewen Wang,"College of Mechanical and Vehicle Engineering, Key Laboratory of Fully Mechanized Coal Mining Equipment, Taiyuan University of Technology, Shanxi, 030024, China"
A5086387693,Xulang Zhang,"School of Computer Science and Engineering, Nanyang Technological University, Singapore
, Singapore"
A5026964588,Xuming Han,"School of Information Science and Technology, Jinan University, Guangzhou, 510632, China"
A5101459503,Xun Liu,"School of Electronic and Information Engineering, University of Science and Technology Liaoning, Anshan, Liaoning, People's Republic of China"
A5062944653,Xun Mou,"School of Management, Shanghai University, 200444, Shanghai, China"
A5026200442,Xuying Xu,"Institute for Cognitive Neurodynamics, East China University of Science and Technology, Shanghai, China"
A5103660184,YU Wei-feng,"Research scholar, Zhejiang, China"
A5103660184,YU Wei-feng,"Department of Computer Science, Wenzhou Kean University, Wenzhou, 325060, China"
A5101696199,Ya-Xuan Yu,"School of Economics and Management, Tongji University,  200092, Shanghai, China"
A5072302612,Yacine Rezgui,"School of Engineering, BRE Institute of Sustainable Engineering, Cardiff University, Wales, UK"
A5100392446,Yadong Wang,"Public Administration School, Guangzhou University, Guangzhou, 510006, Guangdong, China"
A5101109689,Yafeng Guo,"Key Laboratory of Advanced Manufacturing and Intelligent Technology, Ministry of Education, Harbin University of Science and Technology, Harbin, 150080, Heilongjiang, People's Republic of China"
A5075720969,Yahia M. M. Antar,"Department of Electrical and Computer Engineering, Royal Military College of Canada, Kingston, Canada"
A5100458583,Yajing Zhang,"School of Economics and Management, Anhui Normal University, Wuhu, 241000, People’s Republic of China"
A5100458589,Yajing Zhang,"Department of Electrical Engineering, Shaoxing University, Shaoxing, 312000, Zhejiang, China"
A5100515878,Yajun Xue,"Department of Cardiology, Beijing Tsinghua Changgung Hospital, School of Clinical Medicine, Tsinghua University, Beijing, China"
A5074972722,Yan Gan,"College of Computer Science, Chongqing University, Chongqing, China"
A5024412086,Yan Lieven Souza Lúcio,"Electrical Engineering Graduate Program (PPGEE), Federal University of Paraná (UFPR), Coronel Francisco H. dos Santos, Curitiba, Paraná, 81530-000, Brazil"
A5100735356,Yan Xiong,"The College of Mechanical and Control Engineering, Guilin University of Technology, Guilin, 541006, China"
A5056644602,Yan Yang,"School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, 611756, China"
A5068951317,Yan Yang,"School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, 611756, China"
A5100456371,Yan Zhang,"Foshan Institute of Modern Services, Guangdong University of Finance and Economics, Foshan, 528100, Guangdong, China"
A5100456371,Yan Zhang,"Research Center of Intelligent Computing & Big Data Technology, Guangdong University of Finance and Economics, Guangzhou, 510320, Guangdong, China"
A5102996200,Yan-Xue Wu,"School of Information and Engineering, Sichuan Tourism University, Hongling Road, Chengdu, 610100, Sichuan, China"
A5101042096,Yanchen Deng,"College of Computer Science, Chongqing University, Chongqing, 400044, China"
A5069445164,Yang Chen,"School of Physics and Mechanical and Electrical Engineering, Longyan University, Longyan, 364012, People's Republic of China"
A5100604780,Yang Jiao,"Department of General Internal Medicine, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China"
A5100604784,Yang Jiao,"Department of General Internal Medicine, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China"
A5100355692,Yang Liu,"Bayesian Artificial Intelligence Research Lab, Risk and Information Management (RIM) Research Group, School of Electronic Engineering and Computer Science, Queen Mary University of London (QMUL), London, E1 4NS, UK"
A5100355692,Yang Liu,"School of Computer Science, Nanjing University of Posts and Telecommunications, No. 9 Wenyuan Road, Nanjing, 210023, Jiangsu, China"
A5100355692,Yang Liu,"School of Computer Science and Engineering, Nanyang Technological University, Singapore, Singapore"
A5100638019,Yang Liu,"Zhejiang University of Technology, Hangzhou, 310014, China"
A5101456454,Yang Zhang,"Peking University People's Hospital, Peking University, Beijing, China"
A5053207994,Yang Zhou,"Department of Automation, University of Science and Technology of China, Hefei, 230027, China"
A5081956313,Yanghao Zhang,"University of Liverpool, Liverpool, UK"
A5102680165,Yanghao Zhang,"School of Information Engineering, Minzu University of China, Beijing, 100081, China"
A5058291454,Yanghui Rao,"School of Computer Science and Engineering, Sun Yat-Sen University, Guangzhou, China"
A5014390034,Yangrui Chen,"College of Civil Engineering, Zhejiang University of Technology, Hangzhou, 310014, Zhejiang Province, China"
A5110971630,Yangyang Peng,"Key Laboratory of Eco-Textiles, Ministry of Education, Jiangnan University, Wuxi, 214122, Jiangsu, China"
A5064721860,Yanhong Luo,"School of Information Science and Engineering, Northeastern University, Shenyang, 110819, China"
A5103101979,Yanhong She,"College of Science, Xi'an Shiyou University, Xi'an, 710065, China"
A5100695526,Yani Zhang,"Institute of Artificial Intelligence and Marine Robotics, College of Marine Electrical Engineering, Dalian Maritime University, Dalian, 116026, China"
A5101965830,Yanjun Wang,"School of Management, Hefei University of Technology, Hefei, 230009, China"
A5038375177,Yanlin Jia,"School of Science, Southwest Petroleum University, Chengdu, 610500, Sichuan, China"
A5079425523,Yanming Guo,"National University of Defense Technology, Changsha, China"
A5009172078,Yanpeng Zhou,"Department of Control Engineering, Changchun University of Technology, Changchun, 130012, China"
A5028876164,Yanwei Zhai,"Key Laboratory of Intelligent Control and Optimization for Industrial Equipment, Ministry of Education, Dalian University of Technology, Dalian, China"
A5103041851,Yanyong Zhang,"School of Computer Science and Technology, University of Science and Technology of China, Jinzhai Road, Hefei, 230026, Anhui, China"
A5100458928,Yan‐Jun Liu,"Chongqing Normal University, School of Mathematical Sciences, Chongqing, 401331, China"
A5014010051,Yaodan Chen,"School of Intelligent Manufacturing and Electronic Engineering, Wenzhou University of Technology, Wenzhou, 325035, China"
A5014010051,Yaodan Chen,"School of Intelligent Manufacturing and Electroniclectronic Engineeringngineering, Wenzhou University of Technology, Wenzhou, 325035, China"
A5020831807,Yaseen A.M.M. Elshaier,"Faculty of Pharmacy, University of Sadat City, Sadat City, Menoufia, Egypt"
A5028068954,Yaser M. Wazery,"Faculty of Computers and Information, Minia University, Minia, Egypt"
A5071591540,Yashothara Shanmugarasa,"School of Computer Science and Engineering, UNSW Sydney, Kensington, NSW, Australia"
A5037331113,Yassine Himeur,"Department of Architecture & Urban Planning, Qatar University, Doha, Qatar"
A5075941954,Yehia Ibrahim Alzoubi,
A5100462096,Yejun Xu,"Business School, Hohai University, Nanjing, 211100, People's Republic of China"
A5084696038,Yewuhalashet Fissha,"Department of Geosciences, Geotechnology and Materials Engineering for Resources, Graduate School of International Resource Sciences, Akita University, Akita, Japan"
A5100650289,Yi Dong,"University of Liverpool, Liverpool, UK"
A5101666881,Yi Fan,"School of Aeronautics, Northwestern Polytechnical University, Xi'an, 710072, Shaanxi, People's Republic of China"
A5041241151,Yi Kou,"School of Mathematics and Statistics, Minnan Normal University, Zhangzhou, 363000, Fujian, China"
A5100330428,Yi Liu,"Key Laboratory of Numerical Simulation in Higher Education Institutions of Sichuan Province, Neijiang Normal University, Neijiang, 641100, Sichuan, People's Republic of China"
A5100629646,Yi Liu,"Department of Software Engineering, Northeastern University, Shenyang, 110167, China"
A5100671214,Yi Wan,"Key Laboratory of High Efficiency and Clean Manufacturing, School of Mechanical Engineering, Shandong University, Jinan, China"
A5091178333,Yi Xie,"Department of Orthopedics, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, 430022, China"
A5000944002,Yi Xu,"School of Computer Science and Technology, Anhui University, Hefei, 230601, Anhui, China"
A5100388053,Yi Zhang,"Machine Intelligence Lab, School of Computer Science and Technology, Sichuan University, Chengdu, 610065, Sichuan, China"
A5100388188,Yi Zhang,"Intelligent Interdisciplinary Research Center and College of Computer Science, Sichuan University, Chengdu, 610065, People’s Republic of China"
A5068331721,Yifan Shi,"College of Engineering, Huaqiao University, Fengze District, Quanzhou, 362021, Fujian, China"
A5019951105,Yihao Ding,"School of Computer Science, The University of Sydney, City Rd, Sydney, NSW, 2006, Australia"
A5100418199,Yihong Wang,"Institute for Cognitive Neurodynamics, East China University of Science and Technology, Shanghai, China"
A5018324689,Yihua Tan,"School of Artificial Intelligence and Automation, Hubei Engineering Research Center of Machine Vision and Intelligent Systems, Huazhong University of Science and Technology, Wuhan, 430074, China"
A5100324205,Yihui Wang,"Department of Engineering Mechanics, State Key Laboratory of Structural Analysis, Optimization and CAE Software for Industrial Equipment, Dalian University of Technology, Dalian, 116024, China"
A5019845288,Yiji Mao,"Machine Intelligence Lab, School of Computer Science and Technology, Sichuan University, Chengdu, 610065, Sichuan, China"
A5101783854,Yimin Yang,"Department of Electrical and Computer Engineering, Western University, 1151 Richmond Street, London, ON, N6A 3K7, Canada"
A5101783854,Yimin Yang,"Business School, Hunan Agricultural University, Changsha, 410128, Hunan, China"
A5076172277,Yimin Yin,"School of Mathematics and Statistics, Hunan First Normal University, Changsha, China"
A5103016306,Yiming Chen,"National Key Laboratory of Science and Technology on Aero-engine Aero-thermodynamics, Beihang University, Beijing, 100191, China"
A5100377935,Yiming Wang,"Fondazione Bruno Kessler, Trento, Italy"
A5100377935,Yiming Wang,"Department of Urology, China Rehabilitation Research Center, Beijing, China"
A5054879435,Yiming Xiao,"College of Information and Intelligence, Hunan Agricultural University, Changsha, 410128, Hunan, China"
A5113118500,Yin Zhang,"School of Optoelectronic Engineering, Guilin University of Electronic Technology, Guilin, 541000, Guangxi, China"
A5019466916,Ying Fang,"Department of Orthopedics, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, 430022, China"
A5100414012,Ying Li,"School of Management Engineering, Shandong Jianzhu University, Jinan, 250010, Shandong, People's Republic of China"
A5101584241,Ying Nie,"North China Institute of Computing Technology, Beijing, China"
A5100347255,Ying Wang,"School of Physics and Mechanical and Electrical Engineering, Longyan University, Longyan, People’s Republic of China"
A5103177922,Ying Wu,"Jiaxing Nanhu University, Jiaxing, 3140001, China"
A5103177922,Ying Wu,"Jiaxing Nanhu University, Zhejiang Province, 314001, Jiaxing, China"
A5100386125,Ying Zhang,"School of Information Science and Engineering, Yunnan University, East Outer Ring South Road, Kunming, 650500, Yunnan, China"
A5102970353,Ying Zhu,"Key Laboratory of Microbial Resources Exploitation and Application of Gansu Province, Institute of Biology, Gansu Academy of Sciences, Lanzhou, 730000, China"
A5100763506,Ying-Ming Wang,"Decision Sciences Institute, Fuzhou University, Fujian, 350108, China"
A5068381772,Yinggao Yue,"School of Intelligent Manufacturing and Electronic Engineering, Wenzhou University of Technology, Wenzhou, 325035, China"
A5068381772,Yinggao Yue,"Wenzhou Key Laboratory of New Energy Materials and Devices, Wenzhou University of Technology, Wenzhou, 325035, China"
A5068381772,Yinggao Yue,"Intelligent Information Systems Institute, Wenzhou University, Wenzhou, 325035, China"
A5086737342,Yingjuan Jia,"College of Electronic Information, Guangxi Minzu University, Nanning, 530006, Guangxi, China"
A5077665557,Yingui Qiu,"School of Resources and Safety Engineering, Central South University, Changsha, 410083, China"
A5101868265,Yingxue Du,"School of Mathematics, Zhengzhou University of Aeronautics, Zhengzhou, 450046, Henan, China"
A5057765179,Yini Wang,"Guangxi Key Laboratory of Cross-border E-commerce Intelligent Information Processing, Guangxi University of Finance and Economics, Nanning, Guangxi, 530003, People's Republic of China"
A5052177862,Yinjing Guo,"College of Electronic and Information Engineering, Shandong University of Science and Technology, Qianwangang Road, Qingdao, 266590, Shandong, China"
A5000130848,Yiwu Ding,"Jiangsu Collaborative Innovation Center of Atmospheric Environment and Equipment Technology (CICAEET), Nanjing University of Information Science and Technology, Nanjing, China"
A5101839498,Yixiong Feng,"State Key Laboratory of Public Big Data, Guizhou University, Guiyang, 550025, Guizhou, China"
A5100443469,Yixuan Li,"School of Electronic and Information Engineering, University of Science and Technology Liaoning, Anshan, Liaoning, People's Republic of China"
A5050430249,Yiying Chen,"School of Mathematics and Statistics, Minnan Normal University, Zhangzhou, 363000, Fujian, People’s Republic of China"
A5060451316,Yiying Zhang,"School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, People’s Republic of China"
A5060451316,Yiying Zhang,"School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, People's Republic of China"
A5063696855,Yiyu Yao,"Department of Computer Science, University of Regina, Regina, S4S 0A2, SK, Canada"
A5063696855,Yiyu Yao,"Department of Computer Science, University of Regina, Regina, Saskatchewan, S4S 0A2, Canada"
A5000554000,Yogesh Golhar,"Computer Engineering Department, St. Vincent Pallotti College of Engineering and Technology, Wardha Road, Nagpur, Maharashtra, 441108, India"
A5100765992,Yogesh Kumar,"Department of CSE, School of Technology, Pandit Deendayal Energy University, Gandhinagar, Gujarat, India"
A5100741983,Yong Deng,"Institute of Fundamental and Frontier Sciences, University of Electronic Science and Technology of China, Chengdu, China"
A5101623663,Yong Peng,"Petroleum Engineering School, Southwest Petroleum University, Chengdu, 610500, China"
A5009822141,Yong Wang,"School of Information Science and Engineering, Ocean University of China, Binhai Avenue, Sansha Rd No.1299, Qingdao, 266000, China"
A5025079159,Yong Zhou,"School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, 221116, China"
A5082133960,Yonggang Lu,"School of Information Science and Engineering, Lanzhou University, No. 222 South Tianshui Road, Lanzhou, 730000, Gansu, China"
A5057416382,Yongheng Wang,"Zhejiang Lab, Hangzhou, 311121, China"
A5065757714,Yonghui Yang,"School of Electronic and Information Engineering, University of Science and Technology Liaoning, Anshan, 114051, Liaoning, People's Republic of China"
A5012247372,Yongquan Yang,"Institution of Clinical Pathology, West China Hospital, Sichuan University, 37 Guo Xue Road, 610041, Chengdu, China"
A5012247372,Yongquan Yang,"Institute of Clinical Pathology, West China Hospital, Sichuan University, 37 Guo Xue Road, Chengdu, 610041, China"
A5054002392,Yongxiang Liu,"College of Electronic Science and Technology, National University of Defense Technology, Changsha, 410073, China"
A5071858635,Yongxiang ZHANG,"Department of Information Systems, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong SAR"
A5071937660,You Li,"Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology, Jinji Road, Guilin, 541004, Guangxi, China"
A5057697626,Youcef Djenouri,"Department of Microsystems, University of South-Eastern Norway, Kongsberg, Norway"
A5109680819,Youfa Fu,"Key Laboratory of Advanced Manufacturing Technology, Ministry of Education, Guizhou University, Guiyang, 550025, Guizhou, China"
A5070857897,Younes Al Younes,"Mechanical Engineering, University of Victoria, 3800 Finnerty Road, Victoria, BC, V8P 5C2, Canada"
A5061277148,Young‐Gab Kim,"Department of Computer and Information Security, and Convergence Engineering for Intelligent Drone, Sejong University, Seoul, 05006, Republic of Korea"
A5100433391,Yu Zhang,"Department of Dermatology, The 2nd Affiliated Hospital of Guangzhou University of Chinese Medicine, Guangzhou, 510120, China"
A5100400871,Yuan Chen,"Hunan Engineering & Technology Research Centre for Agricultural Big Data Analysis & Decision-Making, Changsha, 410128, Hunan, China"
A5032152290,Yuan Gao,"Department of Radiology, Netherlands Cancer Institute (NKI), Plesmanlaan 121, Amsterdam, 1066 CX, The Netherlands"
A5066810703,Yuan Rong,"School of Management, Shanghai University, Shanghai, 200444, People's Republic of China"
A5112326721,Yuan Wen Hau,"Department of Biomedical Engineering and Health Sciences, Faculty of Electrical Engineering, Universiti Teknologi Malaysia, UTM, 81310, Johor Bahru, Johor, Malaysia"
A5100378207,Yuan Xu,"School of Economics and Management, Beijing Jiaotong University, Beijing, 100091, China"
A5100628297,Yuanchun Li,"Department of Control Science and Engineering, Changchun University of Technology, Yan'an Street, Changchun, 130012, Jilin, China"
A5016587219,Yuanhang Zheng,"College of Computer Science, Sichuan University, 610064, Chengdu, PR China"
A5102873064,Yuanqi Wang,"Funky-tech (Shenzhen) Co., Ltd., Shenzhen, 518000, China"
A5101974070,Yuanxi Li,"Institute for Cognitive Neurodynamics, East China University of Science and Technology, Shanghai, China"
A5100753229,Yuanyuan Liu,"Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, School of Artificial Intelligence, Xidian University, Xi’an, China"
A5031905501,Yuanzhong Liu,"State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, China"
A5102945222,Yucai Wang,"School of Electronic and Information Engineering, University of Science and Technology Liaoning, Anshan, Liaoning, People's Republic of China"
A5100629975,Yudong Wang,"Zhongqing Construction Co, Ltd., Changchun, 130000, Jilin, China"
A5100355598,Yue Xi,"School of Information Science and Engineering, Lanzhou University, No. 222 South Tianshui Road, Lanzhou, 730000, Gansu, China"
A5100445659,Yue Xu,"School of Computer Science, Faculty of Science, Queensland University of Technology (QUT), Brisbane, Australia"
A5043933089,Yue Zheng,"School of Electronic and Information Engineering, University of Science and Technology Liaoning, Anshan, Liaoning, People's Republic of China"
A5100627256,Yuefeng Li,"School of Computer Science, Queensland University of Technology, 2 George St, Brisbane City, QLD, 4000, Australia"
A5100627256,Yuefeng Li,"School of Computer Science, Faculty of Science, Queensland University of Technology (QUT), Brisbane, Australia"
A5084304206,Yueqian Zhang,"Carl Zeiss AG, Jena, Germany"
A5100324346,Yufei Zhang,"School of Computer Science and Technology, Changchun University of Science and Technology, Changchun, 130022, China"
A5003563112,Yuhua Qian,"School of Computer and Information Technology, Shanxi University, Wucheng Road, Taiyuan, 030006, Shanxi, China"
A5045843249,Yuk Ying Chung,"School of Computer Science, The University of Sydney, Sydney, Australia"
A5053058502,Yulei Sui,"School of Computer Science, University of Technology Sydney, Broadway, Sydney, NSW, 2007, Australia"
A5029749178,Yulin Zhang,"School of Resources and Safety Engineering, Central South University, Changsha, 410083, China"
A5007601689,Yuming Lin,"Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology, Jinji Road, Guilin, 541004, Guangxi, China"
A5043627328,Yun Ling,"School of Computer Science and Technology, Zhejiang Gongshang University, Hangzhou, 310018, China"
A5015727828,Yuncheng Jiang,"School of Computer Science, South China Normal University, Guangzhou, 510631, Guangdong, China"
A5059002491,Yunjiao Lei,"School of Computer Science, University of Technology Sydney, Broadway, Sydney, NSW, 2007, Australia"
A5101348015,Yunwei Zhu,"Key Laboratory of Advanced Manufacturing Technology, Ministry of Education, Guizhou University, Guiyang, 550025, Guizhou, China"
A5100688740,Yuping Yan,"School of Computer Science and Technology, Harbin University of Science and Technology, Harbin, China"
A5100752260,Yuqi Chen,"Institute of Artificial Intelligence, School of Computer Science, Wuhan University, Wuhan, 430072, China"
A5066188490,Yusheng Cheng,"School of Computer and Information, Anqing Normal University, Anqing, 246011, China"
A5086326544,Yuxin Wen,"Dale E. and Sarah Ann Fowler School of Engineering, Chapman University, Orange, CA, 92866, USA"
A5009260936,Yuxuan Xiao,"School of Computer Science and Technology, University of Science and Technology of China, Jinzhai Road, Hefei, 230026, Anhui, China"
A5100743646,Yuzhen Li,"National Key Laboratory of Fundamental Science on Synthetic Vision, Sichuan University, Chengdu, 610065, China"
A5021827481,Yu‐Dong Yao,"Department of Electrical and Computer Engineering, Stevens Institute of Technology, 
Hoboken, NJ, USA"
A5021827481,Yu‐Dong Yao,"Department of Electrical and Computer Engineering, Stevens Institute of Technology, Hoboken, NJ, 07030, USA"
A5051371182,Yu–N Cheah,"School of Computer Sciences, Universiti Sains Malaysia, 11800, USM Penang, Malaysia"
A5102746694,Z. Ibrahim,"University of the Basque Country UPV/EHU, San Sebastian, Spain"
