id,name,affiliation
A5007520571,R. Mathumitha,"Department of Electronics and Communication Engineering, PSN College of Engineering and Technology, Tirunelveli, India"
A5104433796,R. R. Lukacs,"Department of Robot and Smart System Engineering, Kyungpook National University, 80 Daehak-ro, Buk-gu, Daegu, 41566, Korea"
A5111189650,R. Rajesh,"Department of Management Studies (DoMS), ABV-Indian Institute of Information Technology and Management (ABV-IIITM), Gwalior, India"
A5101485161,R. Ramya,"Department of Electrical and Electronics Engineering, SRM Institute of Science and Technology, Chennai, India"
A5046969928,R. Suganthi,"Research Scholar, Government College of Technology, Coimbatore, India"
A5056863498,R. T. Mohammed,"Department of Computing Science, Komar University of Science and Technology (KUST), Sulaymaniyah, Iraq"
A5016116871,R. Tamizh Kuzhali,"Department of Computer Science and Engineering, Sree Sastha Institute of Engineering and Technology, Chennai, India"
A5069123141,R. Venkata Rao,"Department of Mechanical Engineering, S.V. National Institute of Technology, Surat, 395 007, India"
A5045945000,Rabia Javed,"Department of Computer Science, TIMES Institute Multan, Multan, 60000, Pakistan"
A5004011502,Rachid Chelouah,"ETIS Laboratory CNRS, UMR8051, University of CY Cergy, Paris, France"
A5012800434,Radek Hřebík,"FNSPE, CTU in Prague, Trojanova 13, Prague, 12000, Prague, Czech Republic"
A5052236177,Radu Timofte,"ETH Zurich, Zurich, Switzerland"
A5068640530,Rafael Gomes Mantovani,"Federal Technology University, Paraná, Campus of Apucarana, Apucarana, PR, Brazil"
A5019553116,Rafael M. O. Cruz,"École de technologie supérieure, Université du Québec, 1100 Notre Dame St. W., Montreal, QC, H3C 1K3, Canada"
A5079507190,Rafat Damseh,
A5001354034,Rahat Iqbal,"University of Dubai, Dubai, UAE"
A5058063369,Raheleh Sarvizadeh,"Department of Computer Engineering, Shahr-e-Qods Branch, Islamic Azad University, Tehran, Iran"
A5087881076,Rahimi Zaman Jusoh A. Rashid,"Project Delivery and Technology Department (PD &T), PETRONAS, Tower 1, PETRONAS Twin Towers, 50088, Kuala Lumpur, Malaysia"
A5113492726,Rahul Nair,"IBM Research Europe, 3 Technology Campus, Dublin, D15 HN66, Ireland"
A5040626895,Rahul Nijhawan,
A5028039581,Raimondo Schettini,"Department of Informatics Systems and Communication, University of Milano - Bicocca, Viale Sarca 336, 20126, Milan, Italy"
A5017410083,Raj Bridgelall,"Transportation, Logistics & Finance, College of Business, North Dakota State University, PO Box 6050, Fargo, ND, 58108-6050, USA"
A5075926284,Rajae Bensoltane,"IRF-SIC Laboratory, Faculty of Science, Ibn Zohr University, Agadir, FP, Morocco"
A5057762915,Rajalakshmi Krishnamurthi,"Department of Computer Science and Engineering, Jaypee Institute of Information Technology, Noida, India"
A5037279956,Rajat Kumar Pal,"Department of Computer Science and Engineering, University of Calcutta, Kolkata, India"
A5032506165,Rajesh Kumar Pathak,"Rawatpura Sarkar University, Raipur, Chhattisgarh, India"
A5074120519,Rajesh Siraskar,"Symbiosis Institute of Technology, Symbiosis International (Deemed University), Pune, 412115, Maharashtra, India"
A5014716105,Rajkumar Buyya,"Cloud Computing and Distributed Systems (CLOUDS) Laboratory, Department of Computing and Information Systems, The University of Melbourne, Grattan, Melbourne, VIC, Australia"
A5017754814,Rajveer Singh Shekhawat,"School of Computer Science and Engineering, Manipal University Jaipur, Jaipur, India"
A5071018798,Ralf Wolleschensky,"Carl Zeiss Microscopy, Jena, Germany"
A5030314469,Ram Bilas Pachori,"Department of Electrical Engineering, Indian Institute of Technology Indore, Simrol, Indore, Madhya Pradesh, 453552, India"
A5063410638,Ramesh Kumar Mojjada,"Renault Nissan Technology & Business Centre India, Ascendas IT Park, Mahindra World City SEZ Plot NoTP2/1, Natham Sub Post Office Ground Floor, Chengalpattu, Tamil Nadu 603002, India"
A5045330125,Ramin Ranjbarzadeh,"School of Computing, Faculty of Engineering and Computing, Dublin City University, Dublin, Ireland"
A5114377922,Ran Wang,"College of Mathematics and Statistics, Shenzhen University, Shenzhen, China"
A5080364045,Rana Muhammad Zulqarnain,"School of Mathematical Sciences, Zhejiang Normal University, Jinhua, 321004, Zhejiang, China"
A5082322906,Rania Hussien Al-Ashwal,"Department of Biomedical Engineering and Health Sciences, Faculty of Electrical Engineering, Universiti Teknologi Malaysia, UTM, 81310, Johor Bahru, Johor, Malaysia"
A5068024535,Ranjeet Kumar Ranjan,"Computer Science and Engineering Department, Thapar Institute of Engineering and Technology, Patiala, Punjab, 147004, India"
A5020399176,Raphael Sonabend,"MRC Centre for Global Infectious Disease Analysis, Jameel Institute, School of Public Health, Imperial College London, London, UK"
A5098849665,Rasha F. El-Agamy,"College of Computer Science and Engineering, Taibah University, 46421, Yanbu, Saudi Arabia"
A5055986116,Rasheed Ahmad,"University of the Cumberlands, 6178 College Station Drive, Williamsburg, KY, 40769, USA"
A5005953358,Raveendran Paramesran,"Institute of Computer Science and Digital Innovation, UCSI University, Jalan Menara Gading, Cheras, 56000, Kuala Lumpur, Malaysia"
A5084348345,Raymond Y.K. Lau,"Department of Information Systems, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong SAR"
A5051194250,Razan Jamous,"Faculty of Engineering and Applied Science, University of Regina, Regina, SK, S4S 0A2, Canada"
A5056574222,Raúl Vicente,"Institute of Computer Science, University of Tartu, Tartu, Narva mnt 18, 51009, Tartu, Estonia"
A5003368214,Rebwar Khalid Hamad,"Department of Information Systems Engineering, Erbil Technical Engineering College, Erbil Polytechnic University, Erbil, Iraq"
A5079264025,Reda Mohamed,"Zagazig Univesitry, Shaibet an Nakareyah, Zagazig 2, Zagazig, 44519, Ash Sharqia Governorate, Egypt"
A5079264025,Reda Mohamed,"Faculty of Computers and Informatics, Zagazig University, Shaibet an Nakareyah, Zagazig, 44519, Ash Sharqia Governorate, Egypt"
A5102958113,Regina G. H. Beets‐Tan,"GROW School for Oncology and Development Biology, Maastricht University, P. O. Box 616, Maastricht, 6200 MD, The Netherlands"
A5092726605,Regina Ofori-Boateng,"School of Computing, Robert Gordon University, Aberdeen, Scotland"
A5062165084,Reinel Tabares-Soto,"Faculty of Engineering and Sciences, Universidad Adolfo Ibáñez, 7941169, Santiago, Chile"
A5060840134,Rekha Rani,"Department of Mathematics, Amity School of Applied Sciences, Amity University Haryana, Gurugram, India"
A5081882547,Renata Teodori de la Puente,"Universidad Ricardo Palma, 15039, Lima, Peru"
A5080341760,Rencan Nie,"School of Information Science and Engineering, Yunnan University, East Outer Ring South Road, Kunming, 650500, Yunnan, China"
A5038092936,Renu Agarwal,"Business School, University of Technology Sydney, Ultimo, Australia"
A5085332844,Reza Eyvazpour,"Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran"
A5011011359,Reza Ravanmehr,"Department of Computer Engineering, Central Tehran Branch, Islamic Azad University, Tehran, Iran"
A5086327977,Rezaul Karim Ahmed,"Department of Anesthesiology and Critical Care Medicine, Fakhruddin Ali Ahmed Medical College and Hospital, Jania Road, Barpeta, Assam, 781301, India"
A5043510754,Ribana Roscher,"Data Science in Earth Observation, Technical University of Munich, Arcisstraße 21, 80333, Munich, Germany"
A5089440969,Ricardo Campos,"LIAAD, INESC TEC, Rua Dr. Roberto Frias, Porto, 4200-465, Porto, Portugal"
A5066866262,Ricardo Cerri,"Department of Computer Science, Federal University of São Carlos, Rodovia Washington Luís, km 235, São Carlos, SP, Brazil"
A5060989288,Ricardo Ortega-Bolaños,"Electronics and Automation Department, Universidad Autónoma de Manizales, Manizales, 170001, Caldas, Colombia"
A5052555990,Riccardo Rossi,"Department of Industrial Engineering, University of Rome “Tor Vergata”, Via del Politecnico 1, Rome, Italy"
A5052555990,Riccardo Rossi,"Department of Industrial Engineering, University of Rome ""Tor Vergata"", Via del Politecnico 1, 00133, Rome, Italy"
A5081510162,Riccardo Samperna,"Department of Radiology and Nuclear Medicine, Radboud University Medical Center, Geert Grooteplein 10, Nijmegen, 6525 GA, The Netherlands"
A5078308635,Richard Bamler,"Excellence Senior Faculty, Technical University of Munich, Arcisstraße 21, 80333, Munich, Germany"
A5016900158,Richard Everson,"Department of Computer Science, University of Exeter, Exeter, UK"
A5079769536,Rini Anggrainingsih,"The Faculty of Information Technology and Data Science, Sebelas Maret University, Surakarta, Indonesia"
A5069345461,Ripon Patgiri,"Department of Computer Science & Engineering, National Institute of Technology Silchar, Silchar, Assam, 788010, India"
A5023601116,Rita Maria Silva Julia,"Federal University of Uberlândia, Uberlândia, Brazil"
A5073381909,Ritse M. Mann,"Department of Radiology, Netherlands Cancer Institute (NKI), Plesmanlaan 121, Amsterdam, 1066 CX, The Netherlands"
A5014273280,Rituparna Chutia,"Department of Mathematics, Cotton University, Guwahati, India"
A5052716872,Riyadh Mehdi,"Artificial Intelligence Research Center (AIRC), College of Engineering & Information Technology, Ajman University, Ajman, UAE"
A5015767236,Rizk M. Rizk‐Allah,"Department of Basic Engineering Science, Faculty of Engineering, Menoufia University, Shebin El-Kom, Egypt"
A5021679576,Rocío Aláiz-Rodríguez,"Department of Electrical, Systems and Automation, University of León, León, Spain"
A5036830251,Rohit Patil,"Information Technology, Ramrao Adik Institute of Technology, D. Y. Patil Deemed to be University, Sector-7, Nerul Navi Mumbai, Maharashtra, 400706, India"
A5014398832,Roman Kern,"Know-Center GmbH, Graz, Austria"
A5072431554,Ronald R. Yager,"The Machine Intelligence Institute, Iona College, New Rochelle, NY, 10805, USA"
A5072431554,Ronald R. Yager,"Machine Intelligence Institute, Iona College, New Rochelle, USA"
A5054272337,Ronghui Mu,"University of Liverpool, Liverpool, UK"
A5033790986,Roopak Sinha,"School of Engineering Computer and Mathematical Sciences, Auckland University of Technology, Auckland, 1010, New Zealand"
A5088086609,Roopdeep Kaur,"Institute of Innovation, Science and Sustainability, Federation University Australia, Ballarat, VIC, 3353, Australia"
A5037531073,Rowena Rodrigues,"Trilateral Research, London, UK"
A5055914678,Rozi Mahmud,"Radiology Department, Faculty of Medicine & Health Science, University Putra Malaysia (UPM), Serdang, Malaysia"
A5100844032,Ru Gao,"Department of Gastroenterology, Beijing Chao-Yang Hospital, Capital Medical University, Chaoyang District, Beijing, China"
A5088297608,Ruairi O’Reilly,"Department of Computer Science, Munster Technological University (MTU), Cork, Ireland"
A5026577634,Rubin Wang,"School of Computer Science, Hangzhou Dianzi University, Hangzhou, China"
A5050478468,Rudolph Triebel,"Department of Informatics, Technical University of Munich, Boltzmannstrasse 3, 85748, Garching, Germany"
A5075203206,Rui Bing,"School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, China"
A5066868064,Rui Lin,"School of Economics and Management, Chongqing University of Arts and Sciences, Chongqing, 402160, China"
A5062187850,Rui Mao,"School of Computer Science and Engineering, Nanyang Technological University, Singapore, Singapore"
A5062187850,Rui Mao,"Continental-NTU Corporate Lab, Nanyang Technological University, Singapore, Singapore"
A5062187850,Rui Mao,"School of Computer Science and Engineering, Nanyang Technological University, Singapore
, Singapore"
A5023822600,Rui Yao,"School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, 221116, China"
A5076918595,Ruicheng Liu,"School of Computer Science and Engineering, Nanyang Technological University, Singapore, Singapore"
A5047127750,Ruini Xue,"School of Computer Science and Engineering, University of Electronic Science and Technology of China, Jianshe North Road, Chengdu, Sichuan, China"
A5004282253,Rula A. Hamid,"College of Business Informatics, University of Information Technology and Communications (UOITC), Baghdad, Iraq"
A5081673334,Runqi Sui,"School of Cyberspace Security, Beijing University of Posts and Telecommunications, Beijing, 100876, China"
A5104302004,Runyu Jiao,"Key Laboratory of High Efficiency and Clean Manufacturing, School of Mechanical Engineering, Shandong University, Jinan, China"
A5000700211,Ruoxi Wang,"Faculty of Modern Agricultural Engineering, Kunming University of Science and Technology, Jingmingnanlu 727, Kunming, 650500, Yunnan, China"
A5000810293,Ruru Pan,"Key Laboratory of Eco-Textiles, Ministry of Education, Jiangnan University, Wuxi, 214122, Jiangsu, China"
A5003627091,S. Arunmetha,"Department of Electronics and Communication Engineering, Koneru Lakshmiah Education Foundation, Vaddeswaram, Andhra Pradesh, India, 522 501"
A5055423767,S. Bairavel,"Department of Computer Science and Engineering, KCG College of Technology, Karapakkam, Tamilnadu, India"
A5030051063,S. Bjelogrlic,"NATO Communications and Information Agency, Oude Waalsdorperweg 61, 2597 AK, The Hague, The Netherlands"
A5062445099,S. Chandrakala,"School of Computing, SASTRA Deemed University, Thanjavur, Tamil Nadu, 613401, India"
A5011563643,S. Indra Priyadharshini,"School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, India"
A5101710883,S. Lu,"College of Computer Science and Technology, Chongqing University of Posts and Telecommunications, Chongqing, 400065, People's Republic of China"
A5032469465,S. Mohsen Azizi,"Helen and John C. Hartmann Department of Electrical and Computer Engineering, New Jersey Institute of Technology, Dr Martin Luther King Jr Blvd, Newark, NJ, 07102, USA"
A5085052577,S. Nagapavithra,"Research scholar, Department of EEE, K S R Institute for Engineering and Technology, Anna University,  KSR kalvinagar, Tiruchengode, Namakkal,  Tamil Nadu,  637215, India"
A5033805006,S. Nikkath Bushra,"Department of Computing Technologies, SRM Institute of Science and Technology, Chennai, India"
A5101560617,S. Prabakeran,"Department of Networking and Communications, Faculty of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, India"
A5034675952,S. R. Bhosale,"Department of Electronics Engineering, Ramrao Adik Institute of Technology, Nerul, Navi Mumbai, Maharashtra, 400706, India"
